"","id","gender","heightmetre","trainingProgram","programAnnualCost","lastfitnessscore","date","Weight","BMI","CaloriesIn","CaloriesBurned","Steps","DistanceMiles","Floors","MinutesLightlyActive","MinutesFairlyActive","MinutesVeryActive","ActivityCalories","MinutesAsleep","MinutesAwake","TimeinBed","MinutesREMSleep","MinutesLightSleep","MinutesDeepSleep","WaterConsumedOz","RestingHeartBpm","MaxHeartBpm","MinHeartBpm","AvgHeartBpm","ActivityMinutes","TimesStepsCompleteHr"
"422",101,"f",1.75,"program1",200,900,"9/28/2017",142,30,1422,2863,6855,4,39,60,81,13,568,418,106,450,107,140,67,12,94,199,98,91,92,9
"423",101,"f",1.75,"program1",200,900,"10/11/2017",164,24,1824,2096,6285,7,17,25,73,1,1021,450,59,266,83,244,47,66,83,90,70,101,81,11
"424",101,"f",1.75,"program1",200,900,"11/30/2017",117,25,2000,1548,7006,8,42,65,55,56,1063,284,89,421,28,30,81,14,79,114,77,113,140,10
"425",101,"f",1.75,"program1",200,900,"9/8/2017",189,23,1715,2906,2879,5,32,78,73,27,353,148,77,205,19,275,24,80,96,117,93,107,93,6
"426",101,"f",1.75,"program1",200,900,"12/24/2017",292,29,1168,1028,7158,1,49,83,10,88,928,381,101,332,118,115,47,36,78,169,70,79,141,2
"427",101,"f",1.75,"program1",200,900,"3/4/2017",211,17,1787,1246,9102,1,12,32,22,31,955,310,120,126,64,257,96,24,83,142,78,82,34,9
"428",101,"f",1.75,"program1",200,900,"6/15/2017",297,17,1399,1038,2899,3,44,60,87,79,1255,348,49,93,63,38,30,13,71,176,71,96,55,5
"429",101,"f",1.75,"program1",200,900,"9/12/2017",163,15,1997,1059,6430,3,16,21,99,64,1287,327,58,260,98,100,97,44,88,119,97,92,40,11
"430",101,"f",1.75,"program1",200,900,"1/7/2017",252,23,1006,2559,4556,6,17,21,70,63,823,177,23,446,120,111,29,77,80,111,86,90,155,1
"431",101,"f",1.75,"program1",200,900,"3/11/2017",149,25,1552,2810,8434,6,38,22,69,66,938,432,40,28,75,101,75,33,70,144,72,92,36,8
"432",101,"f",1.75,"program1",200,900,"10/5/2017",266,26,1719,1671,8499,7,37,34,27,9,1348,248,44,329,10,294,112,15,73,95,85,109,149,6
"433",101,"f",1.75,"program1",200,900,"7/20/2017",234,16,1412,2992,571,2,8,7,21,89,380,171,69,120,110,241,47,48,72,126,93,98,53,3
"434",101,"f",1.75,"program1",200,900,"1/26/2017",120,16,1104,1787,4306,4,36,51,51,13,193,174,116,346,48,189,49,30,72,181,84,105,49,10
"435",101,"f",1.75,"program1",200,900,"8/7/2017",263,20,1431,1165,1661,2,2,96,87,63,1021,332,6,46,103,74,38,34,93,75,89,92,117,11
"436",101,"f",1.75,"program1",200,900,"8/28/2017",277,27,1931,2000,9259,7,49,91,38,9,1197,280,115,402,64,246,18,26,91,129,86,82,66,12
"437",101,"f",1.75,"program1",200,900,"4/10/2017",105,16,1609,2809,1737,9,2,52,7,90,710,281,75,377,114,85,22,47,94,116,88,111,32,8
"438",101,"f",1.75,"program1",200,900,"5/19/2017",175,27,1090,1817,125,5,13,64,18,74,437,464,77,183,104,143,57,24,76,172,73,108,160,12
"439",101,"f",1.75,"program1",200,900,"5/22/2017",223,20,1769,1337,5921,10,16,85,80,53,1356,427,58,52,66,227,43,23,82,78,90,105,123,1
"440",101,"f",1.75,"program1",200,900,"4/12/2017",112,25,1744,1914,7736,5,19,31,56,24,967,447,47,477,60,285,64,44,87,152,72,92,110,5
"441",101,"f",1.75,"program1",200,900,"3/1/2017",101,23,1654,1916,7302,7,31,9,91,12,1246,201,11,162,113,30,10,78,94,71,79,105,157,2
"442",101,"f",1.75,"program1",200,900,"6/4/2017",262,21,1462,2264,8188,5,26,29,83,100,139,426,75,12,115,127,61,52,98,93,70,109,119,4
"443",101,"f",1.75,"program1",200,900,"9/21/2017",161,20,1005,2698,5877,5,11,94,26,86,1099,464,90,9,18,202,94,43,95,112,95,70,76,10
"444",101,"f",1.75,"program1",200,900,"9/19/2017",228,19,1724,2267,6803,6,37,29,25,79,498,172,112,78,94,96,53,17,90,128,79,87,171,1
"445",101,"f",1.75,"program1",200,900,"7/12/2017",213,26,1807,2809,1458,10,29,58,77,36,857,286,65,317,10,21,96,8,75,183,88,113,127,2
"446",101,"f",1.75,"program1",200,900,"1/26/2017",120,28,1330,1139,2821,4,23,20,74,82,609,355,50,446,99,198,113,68,95,115,90,99,136,9
"447",101,"f",1.75,"program1",200,900,"8/31/2017",274,27,1309,2169,3206,2,50,100,39,18,794,270,93,97,96,171,95,33,90,145,100,87,180,3
"448",101,"f",1.75,"program1",200,900,"9/11/2017",291,17,1657,1976,8557,1,17,37,88,99,454,478,12,120,72,285,36,63,92,74,93,93,105,12
"449",101,"f",1.75,"program1",200,900,"10/10/2017",244,24,1697,2870,714,9,9,40,38,78,451,218,31,319,99,172,78,28,90,135,86,85,36,4
"450",101,"f",1.75,"program1",200,900,"4/19/2017",140,21,1759,1472,1516,2,45,63,88,97,1214,295,59,169,117,121,63,39,80,96,87,96,31,3
"451",101,"f",1.75,"program1",200,900,"9/15/2017",154,25,1309,1953,6645,6,12,6,60,25,652,444,22,257,52,84,93,46,91,80,70,108,94,1
"452",101,"f",1.75,"program1",200,900,"8/23/2017",168,26,1764,2359,4553,8,34,23,28,58,191,378,67,356,109,163,84,78,93,190,72,117,80,8
"453",101,"f",1.75,"program1",200,900,"8/3/2017",128,18,1326,1195,90,5,34,64,26,79,1260,352,19,215,40,26,119,37,75,165,71,72,134,9
"454",101,"f",1.75,"program1",200,900,"10/3/2017",178,28,1574,2001,3122,9,12,82,72,96,195,354,56,89,36,168,97,74,75,174,70,117,44,5
"455",101,"f",1.75,"program1",200,900,"12/27/2017",141,22,1687,1389,6991,6,12,100,83,8,797,472,79,254,49,196,69,10,82,167,99,71,40,5
"456",101,"f",1.75,"program1",200,900,"5/13/2017",200,15,1612,1351,2644,2,46,93,60,17,198,311,61,396,78,116,24,64,88,167,81,112,35,11
"457",101,"f",1.75,"program1",200,900,"6/29/2017",241,27,1289,2766,2546,8,13,66,99,4,323,198,28,22,68,23,15,25,85,160,82,111,169,9
"458",101,"f",1.75,"program1",200,900,"11/25/2017",151,24,1335,1665,8315,6,22,39,42,94,816,135,28,112,101,219,117,23,92,82,99,99,31,2
"459",101,"f",1.75,"program1",200,900,"9/13/2017",221,26,1100,1637,7567,5,39,92,50,79,1027,422,55,53,46,168,17,29,90,117,80,84,69,6
"460",101,"f",1.75,"program1",200,900,"11/16/2017",280,18,1343,2168,7400,9,26,59,39,56,760,390,13,425,56,234,116,19,81,78,92,73,59,9
"461",101,"f",1.75,"program1",200,900,"2/2/2017",272,23,1688,2301,7296,8,26,84,2,35,1167,243,51,197,27,123,26,54,77,188,70,94,38,3
"462",101,"f",1.75,"program1",200,900,"4/19/2017",177,20,1169,1798,5312,6,44,52,50,42,621,249,93,197,98,211,6,72,98,91,74,85,50,8
"463",101,"f",1.75,"program1",200,900,"1/13/2017",225,18,1423,1119,9785,2,27,36,95,45,475,177,28,196,27,198,74,39,86,110,71,102,73,2
"464",101,"f",1.75,"program1",200,900,"11/22/2017",183,22,1930,1300,625,5,6,25,45,66,398,389,73,31,41,278,56,72,70,72,88,98,130,2
"465",101,"f",1.75,"program1",200,900,"11/25/2017",156,28,1034,1727,8255,7,22,60,29,89,708,290,37,248,47,100,16,34,80,200,89,81,76,5
"466",101,"f",1.75,"program1",200,900,"10/22/2017",198,27,1662,2686,8033,1,21,21,14,32,558,190,14,12,89,55,7,73,89,197,85,82,168,2
"467",101,"f",1.75,"program1",200,900,"10/26/2017",196,25,1488,1085,1330,6,37,45,46,73,1118,436,68,195,9,94,60,21,98,94,82,80,45,5
"468",101,"f",1.75,"program1",200,900,"11/5/2017",135,18,1542,1885,9221,8,42,98,87,99,585,225,118,321,22,102,117,62,97,90,92,99,41,2
"469",101,"f",1.75,"program1",200,900,"2/12/2017",173,25,1168,2414,3929,5,20,42,63,77,833,335,120,357,91,90,120,73,83,165,72,95,106,1
"470",101,"f",1.75,"program1",200,900,"3/20/2017",227,17,1409,1777,4133,10,6,92,41,39,192,480,30,38,33,114,79,69,80,84,98,75,37,5
"471",101,"f",1.75,"program1",200,900,"1/26/2017",270,23,1803,2034,7710,4,27,36,1,30,1003,225,44,201,16,83,106,54,91,89,84,94,37,7
"472",101,"f",1.75,"program1",200,900,"10/10/2017",260,15,1053,2697,881,9,16,44,24,63,459,354,101,401,6,195,16,18,79,99,92,111,122,9
"473",101,"f",1.75,"program1",200,900,"11/29/2017",277,16,1703,2165,2103,2,2,63,90,39,137,179,36,100,6,124,90,31,82,197,86,104,179,2
"474",101,"f",1.75,"program1",200,900,"6/27/2017",119,21,1062,2344,2593,9,5,32,35,47,985,204,29,235,109,180,72,30,92,80,88,98,170,9
"475",101,"f",1.75,"program1",200,900,"3/17/2017",195,29,1486,2781,2224,5,25,81,68,61,1339,221,36,366,14,249,31,28,83,88,99,109,93,10
"476",101,"f",1.75,"program1",200,900,"9/11/2017",177,18,1528,2917,2756,10,31,51,76,40,995,418,49,77,62,44,90,44,76,198,83,70,35,2
"477",101,"f",1.75,"program1",200,900,"9/27/2017",135,28,1628,2612,8489,7,18,5,20,66,797,357,49,112,37,68,13,46,84,91,92,109,76,2
"478",101,"f",1.75,"program1",200,900,"12/16/2017",282,18,1579,1709,7172,1,15,41,59,24,989,303,51,128,48,25,15,61,97,189,71,70,55,1
"479",101,"f",1.75,"program1",200,900,"11/19/2017",286,22,1049,2007,904,5,35,42,74,51,1365,372,66,70,15,186,116,74,75,107,85,88,162,1
"480",101,"f",1.75,"program1",200,900,"5/5/2017",165,29,1491,1852,3434,8,2,8,79,6,1184,462,100,41,115,256,118,14,91,177,90,113,163,11
"481",101,"f",1.75,"program1",200,900,"3/3/2017",176,17,1428,1890,7301,8,16,35,97,47,653,157,85,328,28,11,69,19,86,104,100,98,167,8
"482",101,"f",1.75,"program1",200,900,"6/30/2017",297,20,1560,1120,8551,4,3,32,80,35,1013,369,74,345,115,248,6,64,91,156,96,76,140,5
"483",101,"f",1.75,"program1",200,900,"2/15/2017",185,18,1871,1778,5607,8,31,64,5,38,209,406,62,271,110,264,118,20,99,147,84,102,92,5
"484",101,"f",1.75,"program1",200,900,"4/29/2017",271,29,1625,2024,9441,9,27,64,91,31,1246,412,111,397,27,60,46,60,89,87,80,78,98,3
"485",101,"f",1.75,"program1",200,900,"6/17/2017",260,18,1267,2992,7946,2,39,3,41,84,241,304,117,68,97,8,116,34,100,139,71,102,96,9
"486",101,"f",1.75,"program1",200,900,"1/8/2017",258,17,1883,2583,453,8,28,57,7,36,1497,343,51,116,59,205,100,36,96,76,74,70,142,5
"487",101,"f",1.75,"program1",200,900,"8/28/2017",292,20,1945,1967,2372,10,50,3,95,74,418,466,56,423,46,209,51,67,98,174,93,80,55,9
"488",101,"f",1.75,"program1",200,900,"7/20/2017",256,26,1504,2528,9022,10,14,74,98,44,1166,167,24,101,51,37,31,64,98,72,89,103,129,5
"489",101,"f",1.75,"program1",200,900,"12/10/2017",291,25,1915,1346,6970,7,30,88,98,40,1074,331,119,397,85,123,12,45,94,121,89,87,79,8
"490",101,"f",1.75,"program1",200,900,"8/8/2017",248,28,1896,2297,2774,9,36,17,32,9,1230,421,93,462,91,276,116,12,94,105,72,76,95,9
"491",101,"f",1.75,"program1",200,900,"5/12/2017",221,16,1661,1001,1727,4,29,18,81,27,652,211,118,380,18,234,42,50,72,76,100,111,102,5
"492",101,"f",1.75,"program1",200,900,"4/24/2017",111,16,1551,1402,2104,9,34,66,33,46,1438,235,107,343,114,127,7,24,74,115,88,90,80,4
"493",101,"f",1.75,"program1",200,900,"12/2/2017",267,16,1223,1249,9558,2,23,58,76,7,293,277,67,45,93,101,45,44,97,151,77,76,158,1
"494",101,"f",1.75,"program1",200,900,"12/9/2017",251,19,1311,1803,8219,1,32,99,84,96,288,455,17,354,97,86,20,30,89,143,70,107,117,3
"495",101,"f",1.75,"program1",200,900,"1/16/2017",162,21,1642,2361,4454,5,39,82,21,48,650,153,115,133,46,189,117,36,79,71,92,116,137,9
"496",101,"f",1.75,"program1",200,900,"4/13/2017",145,26,1989,2516,2034,9,36,17,30,38,176,354,100,456,81,62,29,68,90,89,70,92,120,11
"497",101,"f",1.75,"program1",200,900,"6/8/2017",253,26,1815,2460,4468,7,32,11,22,94,1322,418,80,200,38,246,36,61,82,71,83,111,44,4
"498",101,"f",1.75,"program1",200,900,"4/17/2017",239,28,1349,1880,735,8,6,90,46,73,1471,389,52,87,101,158,87,48,79,136,78,87,101,1
"499",101,"f",1.75,"program1",200,900,"3/8/2017",100,18,1073,1830,1655,2,33,98,42,10,502,178,51,59,87,158,28,70,70,140,94,103,73,9
"500",101,"f",1.75,"program1",200,900,"4/1/2017",187,27,1858,2690,419,9,29,54,14,76,1390,435,28,445,114,293,80,59,96,112,95,118,178,9
"501",101,"f",1.75,"program1",200,900,"8/30/2017",103,16,1673,1402,391,10,7,35,64,84,446,203,19,140,57,230,9,79,89,110,92,72,84,3
"502",101,"f",1.75,"program1",200,900,"7/14/2017",188,24,1275,2245,1391,2,7,28,66,42,830,288,75,99,76,142,94,68,71,93,81,92,173,5
"503",101,"f",1.75,"program1",200,900,"1/13/2017",292,20,1730,1416,3073,8,14,75,44,81,975,279,24,445,34,179,79,12,97,175,79,119,180,6
"504",101,"f",1.75,"program1",200,900,"7/14/2017",151,26,1886,2548,1716,9,22,12,72,3,1492,305,39,376,8,290,46,34,82,157,77,72,102,10
"505",101,"f",1.75,"program1",200,900,"2/25/2017",137,30,1807,2320,9320,3,24,78,30,83,1202,362,84,60,119,80,38,44,96,113,80,90,138,12
"506",101,"f",1.75,"program1",200,900,"11/28/2017",267,16,1394,1473,8337,5,19,5,73,71,853,324,39,177,91,207,11,68,72,145,99,82,174,7
"507",101,"f",1.75,"program1",200,900,"4/7/2017",101,28,1603,2123,7003,7,23,76,8,73,815,316,59,289,79,7,29,51,81,162,80,82,50,4
"508",101,"f",1.75,"program1",200,900,"2/6/2017",136,23,1770,2564,9356,2,34,22,2,99,1328,124,83,93,50,240,112,35,74,189,82,83,79,8
"509",101,"f",1.75,"program1",200,900,"6/4/2017",217,23,1227,1875,4542,4,21,41,88,1,625,382,40,244,61,53,114,57,71,153,98,91,76,7
"510",101,"f",1.75,"program1",200,900,"7/19/2017",295,20,1628,2399,740,3,36,99,80,98,512,394,23,473,45,88,89,68,80,131,71,71,42,9
"511",101,"f",1.75,"program1",200,900,"9/26/2017",223,28,1824,2060,3425,7,17,99,91,97,466,244,22,75,78,262,11,10,99,189,86,82,169,12
"512",101,"f",1.75,"program1",200,900,"12/12/2017",296,24,1527,1423,7759,3,17,30,27,19,160,183,60,219,114,17,18,13,85,109,80,113,79,5
"513",101,"f",1.75,"program1",200,900,"12/11/2017",205,17,1851,1974,8092,7,12,24,72,26,1338,383,58,169,88,175,23,71,77,123,71,87,91,10
"514",101,"f",1.75,"program1",200,900,"3/17/2017",221,18,1775,2457,373,10,30,41,7,32,541,222,112,55,22,252,75,45,77,149,71,115,74,9
"515",101,"f",1.75,"program1",200,900,"10/18/2017",275,26,1330,1614,4125,5,34,8,65,57,646,341,18,307,33,213,73,64,92,137,100,97,65,5
"516",101,"f",1.75,"program1",200,900,"7/22/2017",278,20,1519,2835,6020,1,46,62,21,99,1431,140,65,340,97,288,20,42,99,163,92,119,102,3
"517",101,"f",1.75,"program1",200,900,"7/26/2017",264,24,1585,2393,4983,6,44,1,9,32,1157,255,31,60,69,7,101,26,76,104,74,110,66,3
"518",101,"f",1.75,"program1",200,900,"12/26/2017",215,28,1980,2305,8075,5,8,100,53,59,1470,451,8,74,16,37,29,19,94,191,75,118,142,2
"519",101,"f",1.75,"program1",200,900,"3/27/2017",111,17,1874,2625,9516,3,6,18,59,17,1347,180,59,451,41,86,27,29,72,89,77,100,41,7
"520",101,"f",1.75,"program1",200,900,"6/25/2017",249,29,1413,1943,5177,3,18,16,18,68,1034,170,36,83,55,187,8,52,79,105,75,116,125,4
"521",101,"f",1.75,"program1",200,900,"8/11/2017",256,22,1406,2551,1732,1,22,47,77,35,449,477,88,397,117,172,8,55,82,154,73,78,90,6
"522",101,"f",1.75,"program1",200,900,"5/20/2017",237,25,1817,2260,1708,8,22,20,1,64,896,238,19,174,69,175,60,44,75,81,100,120,117,5
"523",101,"f",1.75,"program1",200,900,"5/23/2017",128,15,1277,1069,8559,6,12,34,2,38,1211,292,113,196,77,183,51,32,84,188,73,112,40,5
"524",101,"f",1.75,"program1",200,900,"6/28/2017",149,29,1054,2259,7066,3,18,16,12,73,190,141,47,61,56,57,112,57,92,144,92,81,46,2
"525",101,"f",1.75,"program1",200,900,"6/9/2017",286,17,1960,2823,9619,9,48,23,65,50,1366,190,29,391,88,150,83,43,84,193,76,86,73,11
"526",101,"f",1.75,"program1",200,900,"10/1/2017",267,26,1666,2521,2867,6,3,15,76,100,824,252,60,201,40,134,68,47,80,191,90,95,61,9
"527",101,"f",1.75,"program1",200,900,"11/8/2017",159,25,1334,1535,9835,7,40,52,48,99,667,156,97,184,118,91,82,66,87,161,71,90,68,7
"528",101,"f",1.75,"program1",200,900,"9/30/2017",117,22,1840,1743,2070,9,23,33,87,23,862,417,69,27,24,79,102,42,76,136,82,106,90,9
"529",101,"f",1.75,"program1",200,900,"10/19/2017",171,20,1737,1983,6803,2,25,88,95,94,374,132,99,14,68,95,108,78,72,197,91,95,103,3
"530",101,"f",1.75,"program1",200,900,"6/16/2017",108,21,1446,2749,6631,5,32,41,70,55,853,226,45,171,51,200,19,28,71,112,89,104,83,2
"531",101,"f",1.75,"program1",200,900,"6/13/2017",292,16,1174,2294,8559,9,25,70,41,48,358,373,78,202,95,286,56,23,83,121,78,87,47,8
"532",101,"f",1.75,"program1",200,900,"8/16/2017",277,16,1322,1571,1681,8,15,46,88,50,1165,125,102,70,35,224,88,32,93,188,83,77,90,2
"533",101,"f",1.75,"program1",200,900,"11/4/2017",209,15,1850,2451,7750,8,25,94,52,24,530,452,69,442,83,17,30,21,94,192,99,95,62,11
"534",101,"f",1.75,"program1",200,900,"1/26/2017",172,28,1224,2304,466,9,3,80,51,90,138,137,109,69,82,23,24,13,75,162,76,100,175,11
"535",101,"f",1.75,"program1",200,900,"6/29/2017",139,23,1391,2396,9451,3,37,98,66,84,1008,230,29,14,97,21,106,66,100,175,82,103,110,5
"536",101,"f",1.75,"program1",200,900,"4/30/2017",211,27,1372,2518,7520,9,42,97,66,28,136,439,93,302,116,203,98,24,88,123,73,85,153,2
"537",101,"f",1.75,"program1",200,900,"1/2/2017",211,15,1320,2216,3043,5,34,43,2,60,872,248,44,28,46,17,96,50,72,100,86,83,108,2
"538",101,"f",1.75,"program1",200,900,"11/14/2017",168,29,1218,1958,9952,2,4,53,15,93,287,263,51,423,106,267,66,34,100,75,96,111,38,9
"539",101,"f",1.75,"program1",200,900,"1/23/2017",157,16,1287,1393,2285,6,38,83,23,64,782,167,78,191,77,8,20,21,71,144,76,102,135,4
"540",101,"f",1.75,"program1",200,900,"6/14/2017",293,24,1679,2172,248,4,16,86,33,45,910,185,119,274,22,287,12,34,97,151,90,100,173,2
"541",101,"f",1.75,"program1",200,900,"2/25/2017",241,25,1908,1877,2346,10,38,19,53,58,255,468,69,135,37,222,53,50,80,86,74,76,85,6
"542",101,"f",1.75,"program1",200,900,"7/15/2017",243,21,1584,2152,621,5,29,35,62,10,110,137,114,424,109,45,10,58,98,152,73,106,60,8
"543",101,"f",1.75,"program1",200,900,"2/26/2017",111,27,1699,1534,4812,2,33,63,40,3,382,394,114,398,59,7,16,36,79,81,86,117,128,12
"544",101,"f",1.75,"program1",200,900,"8/30/2017",199,15,1446,2206,7084,9,18,28,95,78,780,207,84,397,91,8,30,66,94,137,77,84,98,9
"545",101,"f",1.75,"program1",200,900,"10/9/2017",273,28,1863,2792,6993,10,47,1,78,78,824,452,66,138,99,83,22,12,82,98,90,113,139,10
"546",101,"f",1.75,"program1",200,900,"7/27/2017",172,18,1628,2344,8265,4,49,53,17,96,825,364,71,341,20,230,101,55,96,173,80,114,87,2
"547",101,"f",1.75,"program1",200,900,"9/2/2017",158,16,1324,1308,6304,5,5,14,44,8,277,121,53,220,69,218,72,54,82,126,88,101,117,8
"548",101,"f",1.75,"program1",200,900,"4/23/2017",290,15,1818,1137,556,6,46,14,37,46,1219,128,83,239,75,298,27,60,90,126,90,85,136,11
"549",101,"f",1.75,"program1",200,900,"10/7/2017",285,16,1898,2228,1413,3,26,52,94,82,804,121,96,363,67,250,73,33,85,174,84,82,118,10
"550",101,"f",1.75,"program1",200,900,"11/8/2017",146,29,1505,1109,1367,2,47,43,78,37,188,382,16,258,100,97,56,40,92,174,89,111,135,7
"551",101,"f",1.75,"program1",200,900,"10/5/2017",165,17,1057,1081,6990,9,23,40,89,94,342,403,68,356,48,105,77,9,72,129,77,106,101,5
"552",101,"f",1.75,"program1",200,900,"10/4/2017",232,22,1818,2349,2956,5,19,3,5,91,404,476,69,92,21,77,89,59,100,103,100,88,145,10
"553",101,"f",1.75,"program1",200,900,"8/22/2017",113,19,1881,2596,4078,9,8,17,96,10,904,340,72,73,58,146,69,28,94,178,71,106,82,1
"554",101,"f",1.75,"program1",200,900,"7/31/2017",134,22,1242,2681,8391,3,21,63,25,27,423,428,60,69,63,253,93,59,96,110,74,112,127,5
"555",101,"f",1.75,"program1",200,900,"8/22/2017",190,20,1882,1700,9317,8,34,94,30,36,596,299,15,422,53,222,7,80,94,142,95,80,150,3
"556",101,"f",1.75,"program1",200,900,"11/9/2017",179,18,1526,2570,3176,6,8,55,27,70,426,465,52,395,89,65,101,31,78,144,71,100,131,1
"557",101,"f",1.75,"program1",200,900,"8/5/2017",274,19,1658,2935,2148,2,16,69,65,58,1485,468,85,478,98,265,90,75,76,134,98,115,102,7
"558",101,"f",1.75,"program1",200,900,"8/8/2017",208,22,1921,2611,1187,7,38,74,42,57,1106,474,8,138,96,118,111,39,92,143,100,111,124,8
"559",101,"f",1.75,"program1",200,900,"2/19/2017",130,25,1494,2162,2980,4,41,15,57,54,561,429,101,436,41,261,59,26,93,147,81,94,103,5
"560",101,"f",1.75,"program1",200,900,"2/21/2017",126,29,1308,2668,7940,6,24,8,8,29,791,256,49,140,28,167,69,17,81,194,75,84,50,8
"561",101,"f",1.75,"program1",200,900,"5/16/2017",249,17,1265,1780,9217,5,26,80,66,29,1106,258,24,479,43,230,47,63,70,70,78,111,135,4
"562",101,"f",1.75,"program1",200,900,"7/12/2017",251,16,1136,1368,7782,6,18,96,62,66,848,238,109,431,46,123,11,16,81,124,90,79,177,2
"563",101,"f",1.75,"program1",200,900,"11/19/2017",165,30,1252,2947,4871,6,18,22,79,43,363,357,58,187,21,124,22,31,99,88,88,84,111,10
"564",101,"f",1.75,"program1",200,900,"5/18/2017",221,29,1055,2606,8494,9,31,36,36,82,1480,440,87,469,83,95,38,73,94,83,99,92,120,6
"565",101,"f",1.75,"program1",200,900,"6/8/2017",279,22,1727,1275,4370,5,47,48,91,65,1218,273,19,413,51,246,64,65,93,154,85,118,52,7
"566",101,"f",1.75,"program1",200,900,"1/23/2017",298,17,1200,1714,2880,9,38,45,35,49,311,458,94,292,30,150,67,49,81,74,74,70,33,4
"567",101,"f",1.75,"program1",200,900,"12/19/2017",147,23,1295,1826,3592,9,46,47,42,17,1058,297,51,394,115,101,88,29,75,159,98,83,56,9
"568",101,"f",1.75,"program1",200,900,"5/2/2017",248,29,1689,2990,5756,3,25,78,96,9,742,424,15,56,48,195,112,11,79,150,100,85,47,4
"569",101,"f",1.75,"program1",200,900,"10/4/2017",249,22,1280,2911,9670,8,7,76,33,57,616,258,48,389,31,25,100,26,86,176,96,71,172,9
"570",101,"f",1.75,"program1",200,900,"1/12/2017",240,26,1639,1923,6495,4,5,88,5,35,707,285,26,429,25,39,84,18,92,73,99,78,180,8
"571",101,"f",1.75,"program1",200,900,"12/30/2017",137,21,1258,2969,9295,3,42,93,75,54,794,415,7,388,44,123,103,38,80,196,94,88,97,3
"572",101,"f",1.75,"program1",200,900,"11/22/2017",178,18,1715,2118,3021,6,44,43,86,6,1408,461,29,262,43,266,20,31,93,88,77,102,146,6
"573",101,"f",1.75,"program1",200,900,"1/30/2017",241,25,1621,1935,7365,10,39,50,60,54,1228,347,64,289,35,205,51,68,83,133,74,111,125,11
"574",101,"f",1.75,"program1",200,900,"3/11/2017",161,15,1320,2416,6223,5,49,15,33,79,1346,440,109,384,12,192,92,49,86,98,92,114,89,5
"575",101,"f",1.75,"program1",200,900,"1/17/2017",174,17,1161,2563,1948,2,23,96,71,62,470,149,71,160,90,38,28,30,95,77,90,78,55,3
"576",101,"f",1.75,"program1",200,900,"11/21/2017",234,24,1019,1495,5086,3,9,26,19,49,962,272,30,404,60,17,117,72,85,71,96,80,57,8
"577",101,"f",1.75,"program1",200,900,"1/23/2017",272,20,1504,1670,8754,9,21,87,77,26,806,427,77,259,111,231,74,32,77,71,98,80,148,7
"578",101,"f",1.75,"program1",200,900,"2/12/2017",139,28,1602,2622,264,2,38,62,12,23,1338,297,115,130,53,116,88,62,94,148,100,81,152,5
"579",101,"f",1.75,"program1",200,900,"5/4/2017",139,28,1856,1465,2038,10,50,98,26,9,319,408,109,65,25,83,90,65,82,110,93,113,157,1
"580",101,"f",1.75,"program1",200,900,"11/11/2017",147,21,1016,1439,3939,8,19,20,26,30,1499,441,25,227,61,291,10,53,72,123,88,117,48,9
"581",101,"f",1.75,"program1",200,900,"1/2/2017",222,19,1701,2170,8010,5,14,87,9,92,205,179,40,341,41,179,32,63,95,162,87,113,38,9
"582",101,"f",1.75,"program1",200,900,"5/13/2017",230,19,1278,1955,2756,7,26,75,39,18,568,130,36,240,50,136,107,34,77,149,82,75,143,11
"583",101,"f",1.75,"program1",200,900,"9/20/2017",260,17,1633,1257,9887,3,46,70,99,78,1405,362,53,139,97,79,46,60,92,168,72,108,43,3
"584",101,"f",1.75,"program1",200,900,"1/7/2017",242,27,1046,2850,9237,10,44,50,21,82,502,198,93,329,32,169,59,61,81,143,99,78,53,4
"585",101,"f",1.75,"program1",200,900,"12/13/2017",222,26,1505,1571,824,7,4,41,68,29,904,133,44,348,24,91,50,48,85,92,86,91,71,8
"586",101,"f",1.75,"program1",200,900,"4/16/2017",288,21,1000,1505,6694,2,42,49,9,50,102,321,44,295,18,140,68,26,86,146,97,107,118,11
"587",101,"f",1.75,"program1",200,900,"8/17/2017",167,25,1903,1577,5979,3,26,75,7,47,1073,461,76,437,19,142,55,26,72,123,84,80,94,11
"588",101,"f",1.75,"program1",200,900,"5/7/2017",205,22,1923,2499,6222,6,27,55,15,46,763,450,30,32,104,172,65,65,74,107,71,119,35,6
"589",101,"f",1.75,"program1",200,900,"5/25/2017",267,19,1744,2238,356,2,18,96,96,39,474,454,23,286,11,65,98,23,87,161,83,113,163,5
"590",101,"f",1.75,"program1",200,900,"5/25/2017",240,30,1477,2273,6682,4,25,33,76,51,1227,151,78,436,58,109,40,12,95,167,78,113,162,3
"591",101,"f",1.75,"program1",200,900,"3/31/2017",180,18,1191,2329,9988,6,33,33,63,47,1366,259,114,415,50,66,11,29,75,133,79,91,121,12
"592",101,"f",1.75,"program1",200,900,"6/9/2017",297,28,1387,2364,9986,10,13,50,29,84,106,296,113,29,80,59,103,44,89,97,89,99,30,3
"593",101,"f",1.75,"program1",200,900,"2/18/2017",142,23,1301,1393,4527,5,21,7,49,46,1411,314,72,297,84,68,39,64,80,159,98,109,125,4
"594",101,"f",1.75,"program1",200,900,"2/4/2017",134,20,1695,2916,7847,3,50,57,69,36,864,210,28,133,74,33,20,72,100,196,96,89,164,5
